VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,pickup_longitude,pickup_latitude,RateCodeID,store_and_fwd_flag,dropoff_longitude,dropoff_latitude,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
1,2015-01-17 23:18:39,2015-01-18 00:04:18,1,6.40,-74.015403747558594,40.715633392333984,1,N,-73.967864990234375,40.710796356201172,1,32,0.5,0.5,8,0,0.3,41.3
1,2015-01-17 23:18:39,2015-01-17 23:30:32,1,4.90,-73.870742797851563,40.773674011230469,1,N,-73.92474365234375,40.746025085449219,2,16,0.5,0.5,0,0,0.3,17.3
1,2015-01-17 23:18:39,2015-01-17 23:57:04,2,7.60,-73.957618713378906,40.722095489501953,1,N,-73.951805114746094,40.772918701171875,1,29.5,0.5,0.5,6.16,0,0.3,36.96
1,2015-01-17 23:18:39,2015-01-17 23:32:39,1,1.50,-73.98809814453125,40.732746124267578,1,N,-73.989555358886719,40.718845367431641,1,10,0.5,0.5,2.26,0,0.3,13.56
1,2015-01-17 23:18:40,2015-01-17 23:32:40,2,3.50,-74.004013061523438,40.733081817626953,1,N,-73.985671997070313,40.770500183105469,1,13.5,0.5,0.5,1.5,0,0.3,16.3
1,2015-01-17 23:18:41,2015-01-17 23:28:12,1,2.00,-74.001731872558594,40.728565216064453,1,N,-73.985542297363281,40.752727508544922,2,9,0.5,0.5,0,0,0.3,10.3
1,2015-01-17 23:18:41,2015-01-17 23:21:51,1,.70,-73.993461608886719,40.742259979248047,1,N,-73.987754821777344,40.745647430419922,1,4.5,0.5,0.5,1.15,0,0.3,6.95
1,2015-01-17 23:18:41,2015-01-17 23:33:31,1,2.10,-73.987350463867188,40.748111724853516,1,N,-73.988380432128906,40.72406005859375,1,11.5,0.5,0.5,2.55,0,0.3,15.35
1,2015-01-17 23:18:41,2015-01-17 23:32:28,1,3.80,-73.994491577148438,40.740806579589844,1,N,-73.955062866210937,40.778385162353516,2,14,0.5,0.5,0,0,0.3,15.3
1,2015-01-17 23:18:41,2015-01-17 23:29:40,1,1.40,-73.974365234375,40.754070281982422,1,N,-73.991226196289062,40.749866485595703,2,9,0.5,0.5,0,0,0.3,10.3
1,2015-01-17 23:18:42,2015-01-17 23:30:32,1,2.10,-73.991470336914063,40.727169036865234,1,N,-73.987861633300781,40.749973297119141,2,10,0.5,0.5,0,0,0.3,11.3
1,2015-01-17 23:18:42,2015-01-18 00:11:48,1,6.20,-73.97772216796875,40.778820037841797,1,N,-73.897621154785156,40.748245239257813,2,31,0.5,0.5,0,0,0.3,32.3
1,2015-01-17 23:18:42,2015-01-17 23:38:40,2,4.10,-73.988471984863281,40.763942718505859,1,N,-73.978225708007813,40.721553802490234,1,16,0.5,0.5,3.45,0,0.3,20.75
1,2015-01-17 23:18:43,2015-01-17 23:25:17,1,.70,-73.978561401367188,40.761825561523438,1,N,-73.972114562988281,40.763408660888672,2,6,0.5,0.5,0,0,0.3,7.3
1,2015-01-17 23:18:43,2015-01-17 23:28:15,2,1.70,-73.969253540039063,40.798019409179688,1,N,-73.961715698242188,40.780609130859375,1,8.5,0.5,0.5,1.95,0,0.3,11.75
1,2015-01-17 23:18:43,2015-01-17 23:21:44,3,.40,-74.009376525878906,40.738132476806641,1,N,-74.009750366210937,40.735309600830078,1,4,0.5,0.5,2,0,0.3,7.3
1,2015-01-28 20:22:17,2015-01-28 20:29:31,1,1.40,-74.004447937011719,40.730915069580078,1,N,-74.002647399902344,40.744720458984375,1,7,0.5,0.5,1.5,0,0.3,9.8
1,2015-01-28 20:22:17,2015-01-28 20:35:23,1,2.80,-73.978294372558594,40.751674652099609,1,N,-73.9498291015625,40.777996063232422,1,11.5,0.5,0.5,3.2,0,0.3,16
1,2015-01-28 20:22:17,2015-01-28 20:23:36,1,.00,-73.98974609375,40.735393524169922,1,N,-73.989540100097656,40.7354736328125,3,3,0.5,0.5,0,0,0.3,4.3
1,2015-01-28 20:22:17,2015-01-28 20:27:23,1,.80,-73.985427856445313,40.758522033691406,1,N,-73.985282897949219,40.767791748046875,2,5.5,0.5,0.5,0,0,0.3,6.8
1,2015-01-28 20:22:17,2015-01-28 20:37:19,2,2.40,-73.991523742675781,40.749893188476562,1,N,-73.981483459472656,40.779872894287109,2,12,0.5,0.5,0,0,0.3,13.3
1,2015-01-28 20:22:17,2015-01-28 20:35:43,3,2.10,-74.005233764648437,40.719570159912109,1,N,-73.985923767089844,40.740962982177734,1,10.5,0.5,0.5,2.35,0,0.3,14.15
1,2015-01-28 20:22:18,2015-01-28 20:25:17,1,.70,-73.993309020996094,40.747406005859375,1,N,-74.003013610839844,40.743915557861328,1,4.5,0.5,0.5,1,0,0.3,6.8
1,2015-01-28 20:22:18,2015-01-28 20:40:02,1,2.70,-73.990791320800781,40.745414733886719,1,N,-73.961074829101562,40.766807556152344,1,13,0.5,0.5,3.55,0,0.3,17.85
1,2015-01-28 20:22:18,2015-01-28 20:44:20,1,4.60,-73.989166259765625,40.742362976074219,1,N,-73.978195190429688,40.68695068359375,1,18.5,0.5,0.5,2.97,0,0.3,22.77
1,2015-01-28 20:22:18,2015-01-28 20:32:28,1,1.80,-73.999069213867188,40.721405029296875,1,N,-73.980598449707031,40.738517761230469,1,8.5,0.5,0.5,1.2,0,0.3,11
1,2015-01-28 20:22:18,2015-01-28 20:28:10,1,1.10,-74.003440856933594,40.713726043701172,1,N,-73.993499755859375,40.727523803710937,2,6,0.5,0.5,0,0,0.3,7.3
1,2015-01-28 20:22:19,2015-01-28 20:23:19,2,4.80,-74.035690307617188,40.743648529052734,5,N,-74.035713195800781,40.743659973144531,3,0,0,0,0,0,0.3,0.3
1,2015-01-28 20:22:19,2015-01-28 20:41:31,1,5.60,-73.972976684570313,40.782550811767578,1,N,-73.983055114746094,40.726608276367188,1,19,0.5,0.5,4.05,0,0.3,24.35
1,2015-01-28 20:22:19,2015-01-28 20:47:44,1,4.80,-73.978805541992188,40.731124877929688,1,N,-73.978202819824219,40.684955596923828,1,20.5,0.5,0.5,3,0,0.3,24.8
1,2015-01-28 20:22:19,2015-01-28 20:33:43,1,1.60,-73.991195678710938,40.749900817871094,1,N,-73.978309631347656,40.764865875244141,2,9,0.5,0.5,0,0,0.3,10.3
1,2015-01-28 20:22:19,2015-01-28 20:35:17,1,3.00,-73.955146789550781,40.765026092529297,1,N,-73.990142822265625,40.751049041748047,1,12.5,0.5,0.5,4.1,0,0.3,17.9
1,2015-01-28 20:22:19,2015-01-28 20:28:50,1,.80,0,0,1,N,0,0,2,6,0.5,0.5,0,0,0.3,7.3
1,2015-01-28 20:22:19,2015-01-28 20:32:57,1,1.30,-73.986175537109375,40.759933471679688,1,N,-73.970191955566406,40.763034820556641,2,8.5,0.5,0.5,0,0,0.3,9.8
1,2015-01-28 20:22:20,2015-01-28 20:31:22,1,1.10,-73.985603332519531,40.747699737548828,1,N,-73.986373901367188,40.756572723388672,2,7.5,1,0.5,0,0,0.3,9.3
1,2015-01-28 20:22:20,2015-01-28 20:59:13,2,11.50,-73.86370849609375,40.769641876220703,1,N,-73.982376098632812,40.764259338378906,1,37,0.5,0.5,8.7,5.33,0.3,52.33
1,2015-01-28 20:22:21,2015-01-28 20:32:13,1,2.00,-73.994247436523438,40.728549957275391,1,N,-73.972785949707031,40.74346923828125,2,9,0.5,0.5,0,0,0.3,10.3
1,2015-01-28 20:22:22,2015-01-28 20:31:20,1,1.40,-73.964927673339844,40.766750335693359,1,N,-73.978675842285156,40.750259399414063,1,7.5,0.5,0.5,1.75,0,0.3,10.55
1,2015-01-21 00:16:18,2015-01-21 00:29:20,1,3.80,-73.975326538085938,40.761074066162109,1,N,-74.010688781738281,40.723594665527344,1,13.5,0.5,0.5,1,0,0.3,15.8
1,2015-01-21 00:16:19,2015-01-21 00:47:52,1,8.00,-73.992904663085938,40.747470855712891,1,N,-73.916397094726563,40.688144683837891,1,28,0.5,0.5,7.3,0,0.3,36.6
1,2015-01-21 00:16:20,2015-01-21 00:34:03,1,10.50,-73.977264404296875,40.759452819824219,1,N,-73.9124755859375,40.881656646728516,1,29.5,0.5,0.5,10,0,0.3,40.8
1,2015-01-21 00:16:21,2015-01-21 00:44:45,2,8.30,-73.991966247558594,40.7694091796875,1,N,-73.936431884765625,40.697479248046875,1,27.5,0.5,0.5,7.2,0,0.3,36
1,2015-01-21 00:16:23,2015-01-21 00:25:23,1,1.80,-73.970169067382813,40.757911682128906,1,N,-73.997116088867188,40.760951995849609,1,8.5,0.5,0.5,2.45,0,0.3,12.25
1,2015-01-21 00:16:23,2015-01-21 00:19:34,1,1.00,-73.989356994628906,40.730159759521484,1,N,-73.979698181152344,40.743999481201172,2,5,0.5,0.5,0,0,0.3,6.3
1,2015-01-21 00:16:24,2015-01-21 00:25:12,1,1.50,-73.994155883789063,40.751083374023438,1,N,-73.975776672363281,40.759914398193359,2,8,0.5,0.5,0,0,0.3,9.3
1,2015-01-21 00:16:25,2015-01-21 00:24:27,1,3.10,-73.977584838867187,40.734115600585937,1,N,-73.956886291503906,40.772373199462891,1,10.5,0.5,0.5,2.36,0,0.3,14.16
1,2015-01-21 00:16:26,2015-01-21 00:55:37,2,7.80,-73.987548828125,40.718223571777344,1,N,-73.996192932128906,40.658782958984375,1,32.5,0.5,0.5,6.75,0,0.3,40.55
1,2015-01-21 00:16:27,2015-01-21 00:38:37,3,6.30,-73.991943359375,40.729293823242187,1,N,-73.914161682128906,40.7608642578125,1,21.5,0.5,0.5,5.7,0,0.3,28.5
1,2015-01-21 00:16:29,2015-01-21 00:20:50,1,.70,-73.987297058105469,40.760890960693359,1,N,-73.985946655273438,40.755546569824219,2,5,0.5,0.5,0,0,0.3,6.3
1,2015-01-21 00:16:31,2015-01-21 00:19:01,1,.60,-74.004768371582031,40.737621307373047,1,N,-73.99798583984375,40.746170043945313,2,4,0.5,0.5,0,0,0.3,5.3
1,2015-01-21 00:16:32,2015-01-21 00:42:59,1,6.40,-73.976577758789063,40.751758575439453,1,N,-73.964866638183594,40.672161102294922,1,23.5,0.5,0.5,4.96,0,0.3,29.76
1,2015-01-21 00:16:33,2015-01-21 00:31:37,1,4.10,-73.981369018554688,40.781379699707031,1,N,-73.941024780273438,40.817523956298828,1,14.5,0.5,0.5,4.7,0,0.3,20.5
1,2015-01-21 00:16:33,2015-01-21 00:20:45,3,1.50,-73.967567443847656,40.756301879882813,1,N,-73.955780029296875,40.771957397460938,2,6.5,0.5,0.5,0,0,0.3,7.8
1,2015-01-21 00:16:33,2015-01-21 00:20:13,1,.70,-73.987785339355469,40.721176147460938,1,N,-73.983116149902344,40.726543426513672,1,4.5,0.5,0.5,1.16,0,0.3,6.96
1,2015-01-21 00:16:33,2015-01-21 00:45:45,1,8.70,-73.99200439453125,40.729152679443359,1,N,-73.942222595214844,40.828632354736328,1,28.5,0.5,0.5,5.96,0,0.3,35.76
1,2015-01-21 00:16:34,2015-01-21 00:28:49,1,3.30,-74.007545471191406,40.725814819335938,1,N,-73.955963134765625,40.714012145996094,1,13,0.5,0.5,2.86,0,0.3,17.16
1,2015-01-21 00:16:34,2015-01-21 00:22:36,2,.80,-73.984184265136719,40.769062042236328,1,N,-73.976020812988281,40.762027740478516,2,6,0.5,0.5,0,0,0.3,7.3
1,2015-01-21 00:16:35,2015-01-21 00:23:58,2,2.40,-73.979866027832031,40.743072509765625,1,N,-73.956954956054688,40.771591186523438,1,9,0.5,0.5,1,0,0.3,11.3
1,2015-01-21 00:16:35,2015-01-21 00:32:16,1,4.30,-74.010200500488281,40.709575653076172,1,N,-73.959449768066406,40.717063903808594,1,15.5,0.5,0.5,4.2,0,0.3,21
1,2015-01-21 00:16:35,2015-01-21 00:32:37,3,4.90,-73.997634887695312,40.714084625244141,1,N,-73.983192443847656,40.764568328857422,1,16.5,0.5,0.5,3.55,0,0.3,21.35
1,2015-01-07 20:40:01,2015-01-07 20:44:06,2,.70,-73.990402221679688,40.741943359375,1,N,-73.981758117675781,40.746730804443359,1,5,0.5,0.5,1,0,0.3,7.3
1,2015-01-07 20:40:01,2015-01-07 20:51:38,1,2.70,-73.971160888671875,40.758895874023438,1,N,-73.991180419921875,40.724624633789063,1,11,0.5,0.5,2.46,0,0.3,14.76
1,2015-01-07 20:40:01,2015-01-07 21:00:11,3,3.90,-74.003890991210937,40.722431182861328,1,N,-73.960060119628906,40.687397003173828,1,17,0.5,0.5,3.66,0,0.3,21.96
1,2015-01-07 20:40:01,2015-01-07 20:47:42,1,1.30,-74.004875183105469,40.741062164306641,1,N,-73.988967895507813,40.730823516845703,1,7,0.5,0.5,1.65,0,0.3,9.95
1,2015-01-07 20:40:02,2015-01-07 20:46:07,1,1.60,-74.003242492675781,40.726940155029297,1,N,-74.016677856445312,40.715568542480469,1,7,0.5,0.5,2.45,0,0.3,10.75
1,2015-01-07 20:40:02,2015-01-07 21:00:45,1,4.40,-74.007217407226563,40.705108642578125,1,N,-73.938972473144531,40.704383850097656,1,18,0.5,0.5,3.86,0,0.3,23.16
1,2015-01-07 20:40:03,2015-01-07 20:49:16,1,1.80,-73.959297180175781,40.775253295898437,1,N,-73.98175048828125,40.768394470214844,1,9,0.5,0.5,0,0,0.3,10.3
1,2015-01-07 20:40:03,2015-01-07 20:45:48,1,.80,-73.9742431640625,40.761604309082031,1,Y,-73.981391906738281,40.753517150878906,2,5.5,0.5,0.5,0,0,0.3,6.8
1,2015-01-07 20:40:03,2015-01-07 20:52:50,1,2.60,-73.999107360839844,40.728626251220703,1,N,-73.989463806152344,40.756828308105469,1,11,0.5,0.5,2.46,0,0.3,14.76
1,2015-01-07 20:40:03,2015-01-07 20:48:28,1,1.20,-73.974098205566406,40.759597778320313,1,N,-73.991798400878906,40.767776489257813,1,7.5,0.5,0.5,1,0,0.3,9.8
1,2015-01-07 20:40:04,2015-01-07 20:45:21,1,.70,-73.99066162109375,40.740314483642578,1,N,-73.998359680175781,40.734062194824219,1,5.5,0.5,0.5,1,0,0.3,7.8
1,2015-01-07 20:40:04,2015-01-07 20:42:07,1,.30,0,0,1,N,0,0,1,3.5,0.5,0.5,0.95,0,0.3,5.75
1,2015-01-07 20:40:04,2015-01-07 20:43:01,1,.50,-73.993576049804688,40.741859436035156,1,N,-73.993057250976563,40.745491027832031,1,4,0.5,0.5,1.59,0,0.3,6.89
1,2015-01-07 20:40:04,2015-01-07 21:02:43,2,4.20,-74.001777648925781,40.739467620849609,1,N,-73.953727722167969,40.767356872558594,1,17.5,0.5,0.5,2,0,0.3,20.8
1,2015-01-07 20:40:04,2015-01-07 20:47:36,2,1.20,-74.00238037109375,40.737834930419922,1,N,-73.985877990722656,40.727939605712891,2,7,0.5,0.5,0,0,0.3,8.3
1,2015-01-07 20:40:05,2015-01-07 21:04:15,1,4.50,-73.986289978027344,40.752693176269531,1,N,-73.952293395996094,40.808624267578125,1,20,0.5,0.5,4.26,0,0.3,25.56
1,2015-01-07 20:40:05,2015-01-07 20:50:35,2,2.60,-73.9290771484375,40.754688262939453,1,N,-73.954391479492188,40.736709594726563,2,10.5,0.5,0.5,0,0,0.3,11.8
1,2015-01-07 20:40:05,2015-01-07 20:45:40,1,1.10,-73.995155334472656,40.716037750244141,1,N,-74.010208129882813,40.711433410644531,3,6,0.5,0.5,0,0,0.3,7.3
1,2015-01-07 20:40:05,2015-01-07 20:43:41,1,.70,-73.960281372070313,40.766185760498047,1,N,-73.961509704589844,40.757671356201172,2,4.5,0.5,0.5,0,0,0.3,5.8
1,2015-01-07 20:40:05,2015-01-07 20:53:31,1,1.70,-73.967666625976562,40.758720397949219,1,N,-73.991622924804687,40.766292572021484,1,10,0.5,0.5,2.82,0,0.3,14.12
1,2015-01-07 20:40:05,2015-01-07 21:02:08,1,4.80,-73.986907958984375,40.748264312744141,1,N,-73.967193603515625,40.708221435546875,1,18.5,0.5,0.5,5.85,0,0.3,25.65
1,2015-01-07 20:40:06,2015-01-07 20:53:38,1,2.10,-73.987434387207031,40.720787048339844,1,N,-73.991287231445313,40.736572265625,2,11,0.5,0.5,0,0,0.3,12.3
2,2015-01-07 21:01:42,2015-01-07 21:17:28,2,4.75,-74.011741638183594,40.710369110107422,1,N,-73.985084533691406,40.766845703125,1,16.5,0.5,0.5,3.4,0,0.3,21.2
2,2015-01-07 21:01:42,2015-01-07 21:12:14,2,1.84,-73.993354797363281,40.740734100341797,1,N,-73.987762451171875,40.724075317382813,1,9.5,0.5,0.5,2.5,0,0.3,13.3
2,2015-01-07 21:01:43,2015-01-07 21:05:19,2,.54,-73.953216552734375,40.775920867919922,1,N,-73.946273803710938,40.773044586181641,1,4.5,0.5,0.5,1.5,0,0.3,7.3
2,2015-01-07 21:01:43,2015-01-07 21:15:45,1,2.73,-73.980827331542969,40.729755401611328,1,N,-73.976852416992188,40.758686065673828,2,12,0.5,0.5,0,0,0.3,13.3
2,2015-01-07 21:01:43,2015-01-07 21:11:15,1,1.55,-74.011085510253906,40.704216003417969,1,N,-73.987968444824219,40.718734741210938,1,8.5,0.5,0.5,1.8,0,0.3,11.6
2,2015-01-07 21:01:44,2015-01-07 21:08:16,1,1.52,-73.949737548828125,40.796279907226563,1,N,-73.950233459472656,40.780010223388672,1,7.5,0.5,0.5,1.6,0,0.3,10.4
2,2015-01-07 21:01:44,2015-01-07 21:31:27,4,10.13,-73.99505615234375,40.760696411132813,1,N,-73.849403381347656,40.722461700439453,1,31.5,0.5,0.5,6.4,0,0.3,39.2
2,2015-01-07 21:01:44,2015-01-07 21:18:30,1,3.36,-73.991470336914063,40.749874114990234,1,N,-73.956779479980469,40.774200439453125,2,14,0.5,0.5,0,0,0.3,15.3
2,2015-01-07 21:01:45,2015-01-07 21:08:14,6,1.01,-73.985671997070313,40.758995056152344,1,N,-73.992744445800781,40.763473510742188,2,6.5,0.5,0.5,0,0,0.3,7.8
2,2015-01-07 21:01:45,2015-01-07 21:12:33,1,1.80,-73.9852294921875,40.741775512695313,1,N,-74.003715515136719,40.732158660888672,1,9,0.5,0.5,1.9,0,0.3,12.2
2,2015-01-07 21:01:45,2015-01-07 21:15:41,1,3.41,-73.982757568359375,40.727066040039063,1,N,-73.966941833496094,40.765872955322266,1,13,0.5,0.5,1,0,0.3,15.3
2,2015-01-07 21:01:45,2015-01-07 21:25:39,1,10.07,-73.863998413085937,40.769405364990234,1,N,-73.975593566894531,40.787040710449219,1,30,0.5,0.5,7.17,5.33,0.3,43.8
2,2015-01-07 21:01:45,2015-01-07 21:12:45,1,1.37,-73.986763000488281,40.733238220214844,1,N,-73.98944091796875,40.745681762695313,1,9,0.5,0.5,1.55,0,0.3,11.85
2,2015-01-07 21:01:45,2015-01-07 21:07:41,1,1.12,-73.999931335449219,40.721599578857422,1,N,-74.007041931152344,40.7305908203125,1,6.5,0.5,0.5,1,0,0.3,8.8
2,2015-01-07 21:01:46,2015-01-07 21:07:41,1,1.53,-73.982139587402344,40.771022796630859,1,N,-73.961753845214844,40.762153625488281,1,7,0.5,0.5,1.88,0,0.3,10.18
2,2015-01-07 21:01:46,2015-01-07 21:11:06,2,1.94,-73.950691223144531,40.771152496337891,1,N,-73.975570678710937,40.765457153320313,2,8.5,0.5,0.5,0,0,0.3,9.8
2,2015-01-07 21:01:46,2015-01-07 21:07:16,1,1.78,-73.983451843261719,40.765758514404297,1,N,-74.003761291503906,40.753261566162109,1,7.5,0.5,0.5,1.6,0,0.3,10.4
2,2015-01-07 21:01:46,2015-01-07 21:13:43,1,2.44,-74.002250671386719,40.726436614990234,1,N,-73.982612609863281,40.756710052490234,2,10.5,0.5,0.5,0,0,0.3,11.8
2,2015-01-07 21:01:46,2015-01-07 21:07:05,1,1.24,-73.976028442382813,40.760684967041016,1,N,-73.964141845703125,40.773628234863281,2,6,0.5,0.5,0,0,0.3,7.3
2,2015-01-07 21:01:46,2015-01-07 21:12:44,1,2.16,-73.986213684082031,40.741355895996094,1,N,-73.993865966796875,40.759105682373047,1,10,0.5,0.5,1.5,0,0.3,12.8
2,2015-01-07 21:01:47,2015-01-07 21:05:16,5,.66,-73.971511840820313,40.757900238037109,1,N,-73.9775390625,40.749114990234375,1,4.5,0.5,0.5,1,0,0.3,6.8
1,2015-01-17 23:39:51,2015-01-18 00:41:03,1,19.90,-73.782661437988281,40.644443511962891,2,N,-74.007217407226563,40.706642150878906,1,52,0,0.5,10.56,0,0.3,63.36
1,2015-01-17 23:39:51,2015-01-17 23:44:51,1,.60,-74.005043029785156,40.719070434570313,1,N,-74.009742736816406,40.721614837646484,1,5.5,0.5,0.5,1.36,0,0.3,8.16
1,2015-01-17 23:39:51,2015-01-17 23:53:29,1,3.20,-73.969573974609375,40.689479827880859,1,N,-73.987655639648438,40.719882965087891,1,13.5,0.5,0.5,1.5,0,0.3,16.3
1,2015-01-17 23:39:52,2015-01-17 23:58:43,2,4.20,-73.966957092285156,40.681751251220703,1,N,-74.004692077636719,40.728603363037109,1,17,0.5,0.5,3.65,0,0.3,21.95
1,2015-01-17 23:39:53,2015-01-17 23:46:14,1,1.20,-73.98370361328125,40.7318115234375,1,N,-73.976020812988281,40.745689392089844,1,6.5,0.5,0.5,1,0,0.3,8.8
1,2015-01-17 23:39:53,2015-01-17 23:45:08,1,1.00,0,0,1,N,0,0,1,6,0.5,0.5,1.45,0,0.3,8.75
1,2015-01-17 23:39:53,2015-01-17 23:48:48,1,1.50,-73.990882873535156,40.756080627441406,1,N,-73.991973876953125,40.743869781494141,1,8,0.5,0.5,1.85,0,0.3,11.15
1,2015-01-17 23:39:53,2015-01-17 23:56:06,1,4.30,-73.986160278320312,40.726211547851563,1,N,-73.994606018066406,40.700080871582031,1,15.5,0.5,0.5,3.35,0,0.3,20.15
1,2015-01-21 00:53:01,2015-01-21 01:07:56,1,5.70,-73.986930847167969,40.733684539794922,1,N,-73.974014282226563,40.794368743896484,1,18,0.5,0.5,3.86,0,0.3,23.16
1,2015-01-21 00:53:01,2015-01-21 00:53:58,1,.90,-73.990753173828125,40.755943298339844,1,N,-73.990707397460938,40.756240844726563,2,2.5,0.5,0.5,0,0,0.3,3.8
1,2015-01-21 00:53:04,2015-01-21 01:09:43,2,5.60,-73.952987670898437,40.776222229003906,1,N,-73.912254333496094,40.770072937011719,1,18.5,0.5,0.5,3,0,0.3,22.8
1,2015-01-21 00:53:04,2015-01-21 01:02:22,1,1.30,-73.989646911621094,40.758892059326172,1,N,-73.972206115722656,40.750858306884766,2,8,0.5,0.5,0,0,0.3,9.3
1,2015-01-21 00:53:06,2015-01-21 01:01:32,1,2.50,-73.9825439453125,40.764190673828125,1,N,-74.000541687011719,40.732379913330078,1,9.5,0.5,0.5,2.15,0,0.3,12.95
1,2015-01-21 00:53:06,2015-01-21 00:59:00,1,1.50,-73.987335205078125,40.765666961669922,1,N,-73.989204406738281,40.748760223388672,1,7,0.5,0.5,2.45,0,0.3,10.75
1,2015-01-21 00:53:07,2015-01-21 00:57:46,1,1.10,-73.985153198242188,40.761978149414063,1,N,-73.989143371582031,40.748908996582031,1,6,0.5,0.5,1.45,0,0.3,8.75
1,2015-01-21 00:53:08,2015-01-21 01:27:26,2,18.40,-74.009803771972656,40.70989990234375,1,N,-73.852943420410156,40.789661407470703,1,51,0.5,0.5,9.5,5.33,0.3,67.13
1,2015-01-21 00:53:08,2015-01-21 00:59:45,2,1.10,-73.988250732421875,40.7410888671875,1,N,-73.989280700683594,40.72930908203125,1,7,0.5,0.5,1.65,0,0.3,9.95
1,2015-01-21 00:53:09,2015-01-21 01:02:01,2,2.60,-74.005592346191406,40.74066162109375,1,N,-73.984733581542969,40.768470764160156,2,10,0.5,0.5,0,0,0.3,11.3
1,2015-01-21 00:53:09,2015-01-21 01:03:25,1,3.30,-73.979804992675781,40.776069641113281,1,N,-74.004020690917969,40.733005523681641,1,11.5,0.5,0.5,2.2,0,0.3,15
1,2015-01-21 00:53:11,2015-01-21 01:15:07,1,5.10,-73.999244689941406,40.728324890136719,1,N,-73.91998291015625,40.702278137207031,1,19.5,0.5,0.5,4.15,0,0.3,24.95
1,2015-01-21 00:53:13,2015-01-21 01:13:24,2,16.50,-73.790550231933594,40.64654541015625,2,N,-73.976791381835938,40.751678466796875,1,52,0,0.5,5,5.33,0.3,63.13
1,2015-01-21 00:53:13,2015-01-21 01:04:42,2,2.50,-73.983909606933594,40.725597381591797,1,N,-73.990768432617188,40.750209808349609,1,11,0.5,0.5,3.05,0,0.3,15.35
1,2015-01-21 00:53:13,2015-01-21 01:00:37,1,2.60,-73.967002868652344,40.804069519042969,1,N,-73.946861267089844,40.835029602050781,2,9.5,0.5,0.5,0,0,0.3,10.8
1,2015-01-21 00:53:13,2015-01-21 01:09:17,1,6.90,-73.987083435058594,40.764457702636719,1,N,-73.947181701660156,40.831008911132812,2,21.5,0.5,0.5,0,0,0.3,22.8
1,2015-01-21 00:53:16,2015-01-21 01:07:16,1,1.60,-73.987991333007812,40.720760345458984,1,N,-74.005020141601563,40.71917724609375,2,10.5,0.5,0.5,0,0,0.3,11.8
1,2015-01-21 00:53:17,2015-01-21 01:03:19,1,3.00,-73.990379333496094,40.756355285644531,1,N,-73.962173461914063,40.794963836669922,2,11.5,0.5,0.5,0,0,0.3,12.8
1,2015-01-21 00:53:18,2015-01-21 01:20:39,1,7.90,-73.981353759765625,40.758552551269531,1,N,-73.983535766601563,40.664691925048828,1,27,0.5,0.5,7.05,0,0.3,35.35
1,2015-01-21 00:53:19,2015-01-21 01:00:12,1,2.20,-73.959877014160156,40.800914764404297,1,N,-73.982032775878906,40.779762268066406,1,8,0.5,0.5,1,0,0.3,10.3
1,2015-01-21 00:53:20,2015-01-21 01:07:41,1,4.90,-74.007766723632813,40.7125244140625,1,Y,-73.958518981933594,40.666046142578125,2,16,0.5,0.5,0,0,0.3,17.3
2,2015-01-08 09:01:53,2015-01-08 09:15:07,1,2.12,-73.99456787109375,40.728458404541016,1,N,-74.013824462890625,40.713588714599609,1,11,0,0.5,0.75,0,0.3,12.55
1,2015-01-07 21:49:49,2015-01-07 21:51:40,1,.40,-74.007545471191406,40.725971221923828,1,N,-74.002609252929688,40.728874206542969,1,3.5,0.5,0.5,0.95,0,0.3,5.75
1,2015-01-07 21:49:50,2015-01-07 21:56:06,1,1.20,-74.006919860839844,40.730098724365234,1,N,-73.999588012695313,40.719615936279297,2,6.5,0.5,0.5,0,0,0.3,7.8
1,2015-01-07 21:49:50,2015-01-07 22:01:13,1,4.30,-73.960494995117188,40.761466979980469,1,N,-73.989044189453125,40.720241546630859,1,15,0.5,0.5,2,0,0.3,18.3
1,2015-01-07 21:49:50,2015-01-07 21:54:18,1,.40,-73.93194580078125,40.588188171386719,1,N,-73.93194580078125,40.588188171386719,1,4.5,0.5,0.5,1.5,0,0.3,7.3
1,2015-01-07 21:49:50,2015-01-07 22:27:26,1,8.50,-73.980430603027344,40.760616302490234,1,N,-73.955734252929687,40.659770965576172,2,30.5,0.5,0.5,0,0,0.3,31.8
1,2015-01-07 21:49:51,2015-01-07 21:56:54,1,.80,-73.99017333984375,40.75628662109375,1,N,-73.978096008300781,40.752597808837891,1,6.5,0.5,0.5,1.55,0,0.3,9.35
1,2015-01-07 21:49:51,2015-01-07 21:54:38,1,.50,-74.008087158203125,40.738807678222656,1,N,-74.003089904785156,40.734813690185547,2,5,0.5,0.5,0,0,0.3,6.3
1,2015-01-07 21:49:52,2015-01-07 22:24:48,1,14.50,-73.980850219726563,40.744373321533203,1,N,-73.972549438476562,40.593746185302734,1,43,0.5,0.5,11.05,0,0.3,55.35
1,2015-01-07 21:49:52,2015-01-07 21:53:11,1,.50,-74.005714416503906,40.737678527832031,1,Y,-73.997543334960938,40.736652374267578,1,4,0.5,0.5,1,0,0.3,6.3
